"STATISTIC","Statistic Label","TLIST(M1)","Month","C04199V04971","Time Bands","UNIT","VALUE"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","350","12:30  <  13:00","%","60"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","360","13:00  <  13:30","%","61"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","370","13:30  <  14:00","%","62"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","380","14:00  <  14:30","%","62"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","390","14:30  <  15:00","%","62"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","400","15:00  <  15:30","%","61"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","410","15:30  <  16:00","%","59"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","420","16:00  <  16:30","%","58"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","430","16:30  <  17:00","%","55"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","440","17:00  <  17:30","%","53"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","450","17:30  <  18:00","%","51"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","460","18:00  <  18:30","%","51"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","470","18:30  <  19:00","%","52"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","480","19:00  <  19:30","%","52"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","490","19:30  <  20:00","%","53"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","500","20:00  <  20:30","%","54"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","510","20:30  <  21:00","%","56"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","520","21:00  <  21:30","%","56"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","530","21:30  <  22:00","%","58"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","540","22:00  <  22:30","%","59"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","550","22:30  <  23:00","%","61"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","560","23:00  <  23:30","%","62"
"MEG03C01","Renewable electricity generation percentage","202202","2022 February","570","23:30  <  00:00","%","63"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","100","00:00  <  00:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","110","00:30  <  01:00","%","42"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","120","01:00  <  01:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","130","01:30  <  02:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","140","02:00  <  02:30","%","44"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","150","02:30  <  03:00","%","44"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","160","03:00  <  03:30","%","43"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","170","03:30  <  04:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","180","04:00  <  04:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","190","04:30  <  05:00","%","42"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","200","05:00  <  05:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","210","05:30  <  06:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","220","06:00  <  06:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","230","06:30  <  07:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","240","07:00  <  07:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","250","07:30  <  08:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","260","08:00  <  08:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","270","08:30  <  09:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","280","09:00  <  09:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","290","09:30  <  10:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","300","10:00  <  10:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","310","10:30  <  11:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","320","11:00  <  11:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","330","11:30  <  12:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","340","12:00  <  12:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","350","12:30  <  13:00","%","39"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","360","13:00  <  13:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","370","13:30  <  14:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","380","14:00  <  14:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","390","14:30  <  15:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","400","15:00  <  15:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","410","15:30  <  16:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","420","16:00  <  16:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","430","16:30  <  17:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","440","17:00  <  17:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","450","17:30  <  18:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","460","18:00  <  18:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","470","18:30  <  19:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","480","19:00  <  19:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","490","19:30  <  20:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","500","20:00  <  20:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","510","20:30  <  21:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","520","21:00  <  21:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","530","21:30  <  22:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","540","22:00  <  22:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","550","22:30  <  23:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","560","23:00  <  23:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202203","2022 March","570","23:30  <  00:00","%","42"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","100","00:00  <  00:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","110","00:30  <  01:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","120","01:00  <  01:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","130","01:30  <  02:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","140","02:00  <  02:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","150","02:30  <  03:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","160","03:00  <  03:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","170","03:30  <  04:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","180","04:00  <  04:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","190","04:30  <  05:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","200","05:00  <  05:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","210","05:30  <  06:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","220","06:00  <  06:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","230","06:30  <  07:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","240","07:00  <  07:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","250","07:30  <  08:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","260","08:00  <  08:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","270","08:30  <  09:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","280","09:00  <  09:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","290","09:30  <  10:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","300","10:00  <  10:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","310","10:30  <  11:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","320","11:00  <  11:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","330","11:30  <  12:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","340","12:00  <  12:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","350","12:30  <  13:00","%","39"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","360","13:00  <  13:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","370","13:30  <  14:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","380","14:00  <  14:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","390","14:30  <  15:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","400","15:00  <  15:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","410","15:30  <  16:00","%","39"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","420","16:00  <  16:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","430","16:30  <  17:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","440","17:00  <  17:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","450","17:30  <  18:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","460","18:00  <  18:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","470","18:30  <  19:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","480","19:00  <  19:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","490","19:30  <  20:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","500","20:00  <  20:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","510","20:30  <  21:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","520","21:00  <  21:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","530","21:30  <  22:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","540","22:00  <  22:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","550","22:30  <  23:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","560","23:00  <  23:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202204","2022 April","570","23:30  <  00:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","100","00:00  <  00:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","110","00:30  <  01:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","120","01:00  <  01:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","130","01:30  <  02:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","140","02:00  <  02:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","150","02:30  <  03:00","%","39"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","160","03:00  <  03:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","170","03:30  <  04:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","180","04:00  <  04:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","190","04:30  <  05:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","200","05:00  <  05:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","210","05:30  <  06:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","220","06:00  <  06:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","230","06:30  <  07:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","240","07:00  <  07:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","250","07:30  <  08:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","260","08:00  <  08:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","270","08:30  <  09:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","280","09:00  <  09:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","290","09:30  <  10:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","300","10:00  <  10:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","310","10:30  <  11:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","320","11:00  <  11:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","330","11:30  <  12:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","340","12:00  <  12:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","350","12:30  <  13:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","360","13:00  <  13:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","370","13:30  <  14:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","380","14:00  <  14:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","390","14:30  <  15:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","400","15:00  <  15:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","410","15:30  <  16:00","%","39"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","420","16:00  <  16:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","430","16:30  <  17:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","440","17:00  <  17:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","450","17:30  <  18:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","460","18:00  <  18:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","470","18:30  <  19:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","480","19:00  <  19:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","490","19:30  <  20:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","500","20:00  <  20:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","510","20:30  <  21:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","520","21:00  <  21:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","530","21:30  <  22:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","540","22:00  <  22:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","550","22:30  <  23:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","560","23:00  <  23:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202205","2022 May","570","23:30  <  00:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","100","00:00  <  00:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","110","00:30  <  01:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","120","01:00  <  01:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","130","01:30  <  02:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","140","02:00  <  02:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","150","02:30  <  03:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","160","03:00  <  03:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","170","03:30  <  04:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","180","04:00  <  04:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","190","04:30  <  05:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","200","05:00  <  05:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","210","05:30  <  06:00","%","29"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","220","06:00  <  06:30","%","28"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","230","06:30  <  07:00","%","26"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","240","07:00  <  07:30","%","26"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","250","07:30  <  08:00","%","26"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","260","08:00  <  08:30","%","27"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","270","08:30  <  09:00","%","28"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","280","09:00  <  09:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","290","09:30  <  10:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","300","10:00  <  10:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","310","10:30  <  11:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","320","11:00  <  11:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","330","11:30  <  12:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","340","12:00  <  12:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","350","12:30  <  13:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","360","13:00  <  13:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","370","13:30  <  14:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","380","14:00  <  14:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","390","14:30  <  15:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","400","15:00  <  15:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","410","15:30  <  16:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","420","16:00  <  16:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","430","16:30  <  17:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","440","17:00  <  17:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","450","17:30  <  18:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","460","18:00  <  18:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","470","18:30  <  19:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","480","19:00  <  19:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","490","19:30  <  20:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","500","20:00  <  20:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","510","20:30  <  21:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","520","21:00  <  21:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","530","21:30  <  22:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","540","22:00  <  22:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","550","22:30  <  23:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","560","23:00  <  23:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202206","2022 June","570","23:30  <  00:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","100","00:00  <  00:30","%","24"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","110","00:30  <  01:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","120","01:00  <  01:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","130","01:30  <  02:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","140","02:00  <  02:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","150","02:30  <  03:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","160","03:00  <  03:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","170","03:30  <  04:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","180","04:00  <  04:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","190","04:30  <  05:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","200","05:00  <  05:30","%","24"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","210","05:30  <  06:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","220","06:00  <  06:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","230","06:30  <  07:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","240","07:00  <  07:30","%","20"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","250","07:30  <  08:00","%","20"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","260","08:00  <  08:30","%","20"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","270","08:30  <  09:00","%","20"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","280","09:00  <  09:30","%","20"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","290","09:30  <  10:00","%","20"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","300","10:00  <  10:30","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","310","10:30  <  11:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","320","11:00  <  11:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","330","11:30  <  12:00","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","340","12:00  <  12:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","350","12:30  <  13:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","360","13:00  <  13:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","370","13:30  <  14:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","380","14:00  <  14:30","%","24"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","390","14:30  <  15:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","400","15:00  <  15:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","410","15:30  <  16:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","420","16:00  <  16:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","430","16:30  <  17:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","440","17:00  <  17:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","450","17:30  <  18:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","460","18:00  <  18:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","470","18:30  <  19:00","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","480","19:00  <  19:30","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","490","19:30  <  20:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","500","20:00  <  20:30","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","510","20:30  <  21:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","520","21:00  <  21:30","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","530","21:30  <  22:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","540","22:00  <  22:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","550","22:30  <  23:00","%","22"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","560","23:00  <  23:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202207","2022 July","570","23:30  <  00:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","100","00:00  <  00:30","%","24"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","110","00:30  <  01:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","120","01:00  <  01:30","%","24"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","130","01:30  <  02:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","140","02:00  <  02:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","150","02:30  <  03:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","160","03:00  <  03:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","170","03:30  <  04:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","180","04:00  <  04:30","%","24"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","190","04:30  <  05:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","200","05:00  <  05:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","210","05:30  <  06:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","220","06:00  <  06:30","%","20"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","230","06:30  <  07:00","%","19"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","240","07:00  <  07:30","%","18"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","250","07:30  <  08:00","%","17"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","260","08:00  <  08:30","%","17"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","270","08:30  <  09:00","%","17"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","280","09:00  <  09:30","%","18"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","290","09:30  <  10:00","%","18"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","300","10:00  <  10:30","%","19"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","310","10:30  <  11:00","%","20"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","320","11:00  <  11:30","%","20"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","330","11:30  <  12:00","%","20"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","340","12:00  <  12:30","%","21"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","350","12:30  <  13:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","360","13:00  <  13:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","370","13:30  <  14:00","%","22"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","380","14:00  <  14:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","390","14:30  <  15:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","400","15:00  <  15:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","410","15:30  <  16:00","%","22"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","420","16:00  <  16:30","%","22"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","430","16:30  <  17:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","440","17:00  <  17:30","%","21"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","450","17:30  <  18:00","%","21"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","460","18:00  <  18:30","%","20"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","470","18:30  <  19:00","%","20"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","480","19:00  <  19:30","%","19"
"MEG03C01","Renewable electricity generation percentage","202208","2022 August","490","19:30  <  20:00","%","19"
